item,itemLabel,itemDescription,itemItalianLabel,itemItalianDescription,category,type
Q24906135,Bangladesh–Italy relations,diplomatic relations between the People's Republic of Bangladesh and the Republic of Italy,Relazioni bilaterali tra Italia e Bangladesh,relazioni diplomatiche tra la Repubblica Italiana e la Repubblica Popolare del Bangladesh,Politics,entity
Q24914506,Albania–Italy relations,bilateral relations between Albania and Italy,Relazioni bilaterali tra Italia e Albania,rapporti diplomatici tra Repubblica Italiana e Repubblica d'Albania,Politics,entity
Q2583734,Indonesian invasion of East Timor,1975 military invasion,Invasione indonesiana del Timor Est,perché successe,Politics,entity
Q2589382,Microstates and the European Union,European countries bilateral diplomacy,Microstati europei e l'Unione europea,"relazioni tra UE e microstati europei (Andorra, Liechtenstein, Monaco, San Marino, Vaticano)",Politics,entity
Q2631417,Russia–United States relations,bilateral relationship between Russia and the United States,Relazioni bilaterali tra Russia e Stati Uniti,relazioni diplomatiche tra la Federazione Russa e gli Stati Uniti d'America,Politics,entity
Q2745483,Limpieza de sangre,Spanish oppressive policies against crypto-Jews and crypto-Muslims,Limpieza de sangre,"storicamente, politiche oppressive spagnole nel corso dell'età moderna",Politics,entity
Q28005470,Russian interference in the 2016 United States elections,foreign meddling campaign,Russiagate,ingerenza russa nelle elezioni presidenziali negli Stati Uniti d'America del 2016,Politics,entity
Q2824366,accession of Slovenia to the European Union,overview about the accession of Slovenia to the European Union,adesione della Slovenia all'Unione europea,eventuale adesione all'UE,Politics,entity
Q2888837,Battle of Greece,"WWII German invasion of Greece and Allied resistance, April 1941",campagna italiana di Grecia,invasione tedesca della Grecia durante la seconda guerra mondiale,Politics,entity
Q30716970,international relations (1919–1939),relations between countries from 1919 to 1939,relazioni internazionali (1919–1939),storia delle relazioni internazionali tra il 1919 e il 1939,Politics,entity
Q31197359,Italy–Qatar relations,bilateral relations between Italy and Qatar,Relazioni Italia-Qatar,relazioni bilaterali tra Italia e Qatar,Politics,entity
Q3319573,Armenia–European Union relations,diplomatic relations between Armenia and the European Union,Relazioni bilaterali tra Armenia e Unione europea,relazioni diplomatiche,Politics,entity
Q3424143,Colombia–Italy relations,bilateral relations between Italy and Colombia,relazioni bilaterali tra Italia e Colombia,Relazioni tra gli Stati di Italia e Colombia,Politics,entity
Q3605273,Cape Verde–European Union relations,diplomatic relations between Cape Verde and European Union,Adesione di Capo Verde all'Unione europea,rapporti tra Capo Verde ed UE,Politics,entity
Q3649504,fall of the Republic of Venice,1796-1797 historic event,Caduta della Repubblica di Venezia,evento storico (1797),Politics,entity
Q3800865,Austrian invasion of the Papal States,1848 invasion,Invasione austriaca della Romagna,episodio del Risorgimento italiano,Politics,entity
Q39052228,Canada–Italy relations,bilateral relations between Italy and Canada,Relazioni bilaterali tra Canada e Italia,Relazioni diplomatiche tra il Canada e la Repubblica Italiana,Politics,entity
Q3932292,Iran–Italy relations,bilateral relations between Iran and Italy,relazioni bilaterali tra Iran e Italia,rapporti diplomatici ed economici tra Iran Italia,Politics,entity
Q4058238,Azerbaijan–European Union relations,bilateral diplomatic relations,Relazioni bilaterali tra Azerbaigian e Unione europea,relazioni diplomatiche,Politics,entity
Q4118597,Foreign relations of Iraq,Wikimedia list article,relazioni internazionali dell'Iraq,lista di un progetto Wikimedia,Politics,entity
Q4254900,Latvia–Russia relations,bilateral relations between Russia and Latvia,Relazioni bilaterali tra Lettonia e Russia,rapporti intrattenuti bilateralmente dal Paese baltico e dalla Federazione Russa,Politics,entity
Q4398175,Italy–Russia relations,bilateral relations between Italy and Russia,relazioni bilaterali tra Italia e Russia,rapporti diplomatici tra Repubblica Italiana e Federazione Russa,Politics,entity
Q4789340,Argentina–Italy relations,bilateral relations between Argentina and Italy,Relazioni bilaterali tra Argentina e Italia,Relazioni diplomatiche storiche tra Argentina e Italia,Politics,entity
Q4793356,Armenia–Hungary relations,bilateral relations between Armenia and Hungary,Relazioni bilaterali tra Armenia e Ungheria,relazioni diplomatiche tra Armenia e Ungheria,Politics,entity
Q4825546,Austria–Italy relations,bilateral relations between Austria and Italy,relazioni bilaterali tra Italia e Austria,Storia dei rapporti diplomatici tra la Repubblica Italiana e la Repubblica dell'Austria,Politics,entity
Q501866,1983 Invasion of Grenada,1983 conflict in Grenada involving US and Cuban led forces,operazione Urgent Fury,Occupazione statunitense dell'isola di Grenada avvenuta dal 25 ottobre al 15 dicembre 1983,Politics,entity
Q5029617,Canada–United Kingdom relations,bilateral relations between United Kingdom and Canada,Relazioni tra Canada e Regno Unito,relazioni diplomatiche tra Canada e Regno Unito,Politics,entity
Q5258020,Denmark–Italy relations,bilateral relations between Denmark and Italy,relazioni bilaterali tra Italia e Danimarca,Rapporti diplomatici tra Italia e Danimarca,Politics,entity
Q5348547,Egypt–Sudan relations,bilateral relations between Sudan and Egypt,Relazioni bilaterali tra Egitto e Sudan,relazioni internazionali tra Egitto e Sudan,Politics,entity
Q5391415,Moldova–European Union relations,diplomatic relations between the Republic of Moldova and the European Union,Relazioni bilaterali tra Moldavia e Unione europea,relazioni diplomatiche,Politics,entity
Q541369,Anglo-Soviet invasion of Iran,1941 invasion during World War II,invasione anglo-sovietica dell'Iran,Operazione militare della Seconda Guerra Mondiale,Politics,entity
Q545449,Iraq War,2003–2011 war after an American-led invasion,guerra d'Iraq,conflitto che oppose l'Iraq a una coalizione multinazionale guidata dagli Stati Uniti,Politics,entity
Q5479683,France–Monaco relations,diplomatic relations between the French Republic and the Principality of Monaco,relazioni tra Francia e Principato di Monaco,relazioni diplomatiche tra Francia e Principato di Monaco,Politics,entity
Q567497,France–Germany relations,diplomatic relations between Germany and France,relazioni tra Francia e Germania,relazioni diplomatiche tra Francia e Germania,Politics,entity
Q576338,Japanese invasions of Korea,1592-1598 campaigns against Joseon by Toyotomi Hideyoshi,invasioni giapponesi della Corea,attacchi compiuti da Toyotomi Hideyoshi nella penisola coreana,Politics,entity
Q591903,cross-strait relations,relations between the People's Republic of China (mainland China) and Republic of China (Taiwan),relazioni bilaterali tra Cina e Taiwan,relazioni diplomatiche tra Cina e Taiwan,Politics,entity
Q59199697,Kerch Strait incident,2018 international incident between Russian and Ukrainian navy,Incidente dello stretto di Kerč',crisi internazionale tra Russia e Ucraina,Politics,entity
Q592550,British expedition to Tibet,expedition to and invasion of Tibet 1903-1904,spedizione britannica in Tibet,campagna militare,Politics,entity
Q6087728,Israel–Italy relations,bilateral relations between Israel and Italy,relazioni bilaterali tra Israele e Italia,relazioni diplomatiche tra lo Stato d'Israele e la Repubblica Italiana,Politics,entity
Q6093906,Italy–United Kingdom relations,bilateral relations,relazioni bilaterali tra Italia e Regno Unito,Rapporti diplomatici tra la Repubblica Italiana ed il Regno Unito,Politics,entity
Q6093912,Italy–Yugoslavia relations,diplomatic relations between the Republic of Italy and Yugoslavia,Relazioni bilaterali tra Italia e Jugoslavia,categoria di un progetto Wikimedia,Politics,entity
Q6159249,Japan–South Korea relations,bilateral diplomatic relations between Japan and South Korea,Relazioni bilaterali tra Corea del Sud e Giappone,relazioni bilaterali tra Repubblica di Corea e Giappone,Politics,entity
Q63008439,accession of Iceland to the European Union,ongoing process of joining the European Union,adesione dell'Islanda all'Unione europea,eventuale adesione all'UE,Politics,entity
Q658951,Ukraine–European Union relations,diplomatic relations between Ukraine and European Union,Relazioni bilaterali tra Ucraina e Unione europea,relazioni diplomatiche,Politics,entity
Q6648534,Lithuania–Russia relations,bilateral relations between Russia and Lithuania,Relazioni bilaterali tra Lituania e Russia,relazioni diplomatiche bilaterali,Politics,entity
Q672237,Switzerland–European Union relations,diplomatic relations between the Swiss Confederation and the European Union,Accordi bilaterali tra Svizzera e Unione europea,accordi tra Svizzera e UE,Politics,entity
Q693835,accession of Serbia to the European Union,overview about the accession of Serbia to the European Union,adesione della Serbia all'Unione europea,eventuale adesione all'UE,Politics,entity
Q697842,invasion of Yugoslavia,1941 German-led attack on the Kingdom of Yugoslavia by the Axis powers during the Second World War,Invasione della Jugoslavia,"attacco dell'Asse alla Jugoslavia nel 1941, durante la seconda guerra mondiale",Politics,entity
Q698421,Italian invasion of Egypt,Italian offensive during the Western Desert Campaign (1940–1943) of the Second World War,Invasione italiana dell'Egitto,offensiva italiana durante la II guerra mondiale,Politics,entity
Q714644,Italian invasion of Albania,1939 World War II invasion,invasione italiana dell'Albania,campagna militare,Politics,entity
Q717373,Japanese invasion of Taiwan,1895 invasion of Taiwan by Imperial Japan,Invasione giapponese di Taiwan,conflitto militare combattuto tra maggio e ottobre 1895 tra l'Impero Giapponese e la Repubblica di Formosa,Politics,entity
Q7300287,reactions to Tiananmen Square protests of 1989,domestic and international reactions to crackdown on the Tiananmen Square protests,reazioni alla protesta e al massacro di piazza Tienanmen,reazioni domestiche e internazionali alla soppressione della protesta di piazza Tienanmen,Politics,entity
Q748162,2013 enlargement of the European Union,event on 1 July 2013 where Croatia joined the European Communities,adesione della Croazia all'Unione europea,adesione della Croazia all'UE (2013),Politics,entity
Q75779,China–Japan relations,bilateral relations between China and Japan,relazioni bilaterali tra Cina e Giappone,relazione bilaterale,Politics,entity
Q7655000,Swedish intervention in the Thirty Years' War,Swedish phase of the Thirty Years' War,guerra dei trent'anni,fase svedese del conflitto,Politics,entity
Q789917,Foreign relations of Armenia,Wikimedia list article,Relazioni internazionali dell'Armenia,lista di un progetto Wikimedia,Politics,entity
Q789921,Foreign relations of Azerbaijan,Foreign relations of the Republic of Azerbaijan,Relazioni internazionali dell'Azerbaigian,lista di un progetto Wikimedia,Politics,entity
Q789928,foreign relations of Georgia (country),Wikimedia list article,Relazioni internazionali della Georgia,lista di un progetto Wikimedia,Politics,entity
Q814926,accession of Montenegro to the European Union,proposed Montenegran membership to the European Union,adesione del Montenegro all'Unione europea,eventuale adesione all'UE,Politics,entity
Q814935,accession of Turkey to the European Union,ongoing accession process of Turkey to the European Union,adesione della Turchia all'Unione europea,eventuale adesione all'UE,Politics,entity
Q83055,Operation Barbarossa,1941–1942 invasion of the Soviet Union by Nazi Germany,operazione Barbarossa,Operazione bellica attuata durante la seconda guerra mondiale,Politics,entity
Q894452,accession of Bosnia and Herzegovina to the European Union,overview about the accession of Bosnia and Herzegovina to the European Union,adesione della Bosnia ed Erzegovina all'Unione europea,eventuale adesione all'UE,Politics,entity
Q918132,Invasion of Java,1811 British amphibious operation,Guerra anglo-olandese per Giava,conflitto tra Regno Unito e Paesi Bassi (1810-1811),Politics,entity
Q952881,Second French intervention in Mexico,"invasion of Mexico, launched in late 1861, by the Second French Empire",intervento francese in Messico,intervento militare del Secondo impero francese in Messico (anni 1860),Politics,entity
Q44962,Germany–Israel relations,Describes the diplomatic relations between the Federal Republic of Germany and the State of Israel,Relazioni bilaterali tra Germania e Israele,Rapporti diplomatici tra i due paesi (Germania e Israele),Politics,entity
Q1078414,food politics,field of politics,politica alimentare,settore politico,Politics,concept
Q620737,appeasement,diplomatic policy of making political or material concessions to an aggressive power in order to avoid conflict,appeasement,politica di accordare concessioni a una potenza aggressiva per evitare che quest'ultima scateni un conflitto,Politics,concept
Q169505,Ostpolitik,normalization of relations between West Germany and Eastern Europe,Ostpolitik,"programma di politica estera della Repubblica Federale Tedesca. Politica, avviata da Giovanni XXII e proseguita da Paolo VI, di dialogo con i paesi del blocco comunista",Politics,concept
Q2904237,biopolitics,intersectional field between biology and politics,biopolitica,concetto filosofico,Politics,concept
Q2914650,identity politics,political position based on the interests and perspectives of social groups with which people identify,politica identitaria,posizione politica basata sugli interessi e le prospettive dei gruppi sociali con cui le persone si identificano,Politics,concept
Q1780384,local politics,political activity at the municipal level of government,politiche locali,tipo di politiche,Politics,concept
Q1660049,political communication,subfield of communication and political science,comunicazione politica,disciplina accademica,Politics,concept
Q1055643,colonial history of the United States,aspect of history,storia degli Stati Uniti d'America (periodo coloniale),fase della storia degli USA compresa tra la fondazione delle prime colonie europee (1607) e la dichiarazione d'indipendenza (1776),History,entity
Q1063712,history of Mauritania,aspect of history,storia della Mauritania,storia del territorio dello stato o della civiltà,History,entity
Q1064309,history of Warsaw,aspect of history,storia di Varsavia,storia della città di Varsavia,History,entity
Q1064598,history of Malaysia,aspect of history,storia della Malesia,storia del territorio dello stato o della civiltà,History,entity
Q1067131,history of New York City,"history of the city in New York, United States",storia di New York,storia del territorio dello stato o della civiltà,History,entity
Q1075000,history of Tonga,aspect of history,storia di Tonga,storia del territorio dello stato o della civiltà,History,entity
Q10862295,history of Somalia,Wikimedia history article,storia della Somalia,storia del territorio dello stato o della civiltà,History,entity
Q111087443,Avesa powder magazine explosion,"The explosion of the powder magazine in Avesa (Verona, Italy) 25th of April1945",Scoppio della polveriera di Avesa,"Esplosione della polveriera di Avesa (Verona, Italia) il 25 Aprile del 1945",History,entity
Q1120803,history of Kraków,aspect of history,storia di Cracovia,storia della città di Cracovia,History,entity
Q1121772,history of Paraguay,aspect of history,storia del Paraguay,storia del territorio dello stato o della civiltà,History,entity
Q1126401,history of London,aspect of history,storia di Londra,storia del territorio dello stato o della civiltà,History,entity
Q1127742,national day of mourning,type of public holiday,lutto nazionale,commemorazione,History,entity
Q1128112,history of Mozambique,aspect of history,storia del Mozambico,storia del territorio dello stato o della civiltà,History,entity
Q1129461,history of Kazakhstan,aspect of history,storia del Kazakistan,storia del territorio dello stato o della civiltà,History,entity
Q113162,history of the United Kingdom,history of the sovereign state of the United Kingdom,storia del Regno Unito,storia ed evoluzione di uno stato o di una civiltà,History,entity
Q1143972,history of Cameroon,aspect of history,storia del Camerun,storia del territorio dello stato o della civiltà,History,entity
Q114801377,economic history of the Canton of Appenzell Ausserrhoden,aspect of history and economics,storia economica del Canton Appenzello Esterno,aspetto di storia e dell'economia,History,entity
Q1148292,history of Botswana,aspect of history,storia del Botswana,storia del territorio dello stato o della civiltà,History,entity
Q1151513,history of Senegal,aspect of history,storia del Senegal,storia del territorio dello stato o della civiltà,History,entity
Q1160498,history of Monaco,aspect of history,storia di Monaco,storia del territorio dello Stato o della civiltà,History,entity
Q11696332,Egypt in the Middle Ages,history and culture of Egypt from the Arab conquest to the Ottoman Empire,storia dell'Egitto arabo,periodo della storia dell'Egitto (dal 640 al 1517 d.C.),History,entity
Q11755949,history of England,history of an area,storia dell'Inghilterra,Articolo storico,History,entity
Q1192380,history of Guinea,aspect of history,storia della Guinea,storia del territorio dello stato o della civiltà,History,entity
Q1199213,history of the Soviet Union from 1927 to 1953,aspect of history,storia dell'Unione Sovietica dal 1927 al 1953,storia del territorio dello stato o della civiltà,History,entity
Q1204290,history of Germany (1945–1990),"aspect of history, when Germany was divided into two separate states",storia della Germania dal 1945,storia del territorio dello stato o della civiltà,History,entity
Q1204808,history of modern Greece,Wikimedia history article,storia della Grecia contemporanea,storia della Grecia dal 1821 ad oggi,History,entity
Q122131,history of Germany,overview of German history,storia della Germania,cronologia di eventi storici legati alla Germania,History,entity
Q1269370,history of the United States from 1776 to 1789,aspect of history,storia degli Stati Uniti d'America dal 1776 al 1789,storia degli USA dal 1776 al 1789,History,entity
Q1284844,history of Dublin,aspect of history,storia di Dublino,storia del territorio dello stato o della civiltà,History,entity
Q130436,history of Japan,account of past events in the Japanese civilisation,storia del Giappone,storia del territorio dello stato o della civiltà,History,entity
Q131110,history of the United States,occurrences and people in the USA throughout history,storia degli Stati Uniti d'America,storia del territorio dello stato o della civiltà,History,entity
Q131611581,history of Cortona,"history of the city of Cortona, Italy",storia di Cortona,storia della città di Cortona,History,entity
Q1321010,history of Russia from 1894 to 1917,aspect of history,storia della Russia dal 1892 al 1917,storia del territorio dello stato o della civiltà,History,entity
Q1340756,history of Burkina Faso,aspect of history,storia del Burkina Faso,storia del territorio dello stato o della civiltà,History,entity
Q1344143,history of Tanzania,history of a region in East Africa,storia della Tanzania,storia del territorio dello stato o della civiltà,History,entity
Q1349896,history of the United Arab Emirates,aspect of history,storia degli Emirati Arabi Uniti,storia del territorio dello stato o della civiltà,History,entity
Q1403781,history of the Republic of Ireland,Chronicle of the Republic of Ireland,storia dell'Irlanda,storia dello Stato moderno (dal 1922),History,entity
Q1417200,history of the Republic of the Congo,aspect of history,storia della Repubblica del Congo,storia del territorio dello stato o della civiltà,History,entity
Q1426959,history of Zambia,aspect of history,storia dello Zambia,storia del territorio dello stato o della civiltà,History,entity
Q1427210,history of Guatemala,aspect of history,storia del Guatemala,storia del territorio dello stato o della civiltà,History,entity
Q1444151,History of Vatican City,aspect of history,storia della Città del Vaticano,storia del territorio dello stato o della civiltà,History,entity
Q1444167,history of San Marino,aspect of history,storia di San Marino,storia del territorio dello stato o della civiltà,History,entity
Q1477561,history of Sierra Leone,aspect of history,storia della Sierra Leone,storia del territorio dello stato o della civiltà,History,entity
Q1480307,history of Niger,aspect of history,storia del Niger,Storia del Niger,History,entity
Q1516481,history of Catalonia,historical overview of the Spanish region of Catalonia,storia della Catalogna,storia,History,entity
Q1516518,history of Milan,aspect of history,storia di Milano,vicende storiche della città di Milano,History,entity
Q1516612,history of Siena,aspect of history,storia di Siena,vicende storiche della città di Siena,History,entity
Q1516634,history of Suriname,aspect of history,storia del Suriname,storia del territorio dello stato o della civiltà,History,entity
Q1517265,history of the Catholic Church,aspect of history,storia della Chiesa cattolica,parte della storia,History,entity
Q1517663,history of Saint Vincent and the Grenadines,aspect of history,storia di Saint Vincent e Grenadine,storia del territorio dello stato o della civiltà,History,entity
Q1584837,history of Sri Lanka,historical aspects of Sri Lanka,storia dello Sri Lanka,storia del territorio dello stato o della civiltà,History,entity
Q161414,history of Russia,occurrences and people in Russia throughout history,storia della Russia,storia del territorio dello stato o della civiltà,History,entity
Q1639050,history of Jordan,History of Jordan refers to the history of the Hashemite Kingdom of Jordan and the background period of the Emirate of Transjordan under British protectorate as well as the general history of the region of Transjordan.,storia della Giordania,storia del territorio e della civiltà della Giordania,History,entity
Q1648546,history of Nepal,history of the nation state of Nepal,storia del Nepal,storia del territorio dello stato o della civiltà,History,entity
Q173840,history of Puerto Rico,aspect of history,storia di Porto Rico,storia del territorio dello stato o della civiltà,History,entity
Q174825,history of Australia,occurrences and people in Australia throughout history,storia dell'Australia,storia del territorio dello stato o della civiltà,History,entity
Q1756914,Sultanate of Nejd,Third Saudi State,Sultanato del Neged,Stato storico nella Penisola arabica (1921-1926),History,entity
Q185301,history of Egypt,aspect of history,storia dell'Egitto,storia del territorio dello stato o della civiltà,History,entity
Q187830,history of Austria,aspect of history,storia dell'Austria,storia del territorio dello stato o della civiltà,History,entity
Q188328,history of Azerbaijan,history of the Caucasian state of Azerbaijan,storia dell'Azerbaigian,storia del territorio dello stato o della civiltà,History,entity
Q188872,history of Afghanistan,Afghanistan history,storia dell'Afghanistan,storia del territorio corrispondente al moderno Afghanistan,History,entity
Q190876,history of Turkey,"aspect of history, concerning Turkey",storia della Turchia,storia del territorio dello stato o della civiltà,History,entity
Q1948053,History of the United States (1991–2008),aspect of history,storia degli Stati Uniti d'America dal 1988,storia degli USA dal 1988 in poi,History,entity
Q1994210,history of Jamaica,History of the island of Jamaica,storia della Giamaica,storia del territorio dello stato o della civiltà,History,entity
Q199569,history of Poland,account of past events in Poland since 966,storia della Polonia,storia del territorio dello stato o della civiltà,History,entity
Q199960,history of Hungary,aspect of history,storia dell'Ungheria,storia del territorio dello stato o della civiltà,History,entity
Q200128,history of Bosnia and Herzegovina,History of Bosnia and Herzegovina,storia della Bosnia ed Erzegovina,storia del territorio dello stato o della civiltà,History,entity
Q201350,history of Sweden,aspect of history,storia della Svezia,storia del territorio dello stato o della civiltà,History,entity
Q202808,history of Finland,aspect of history,storia della Finlandia,storia del territorio dello stato o della civiltà,History,entity
Q204680,history of Denmark,aspect of history,storia della Danimarca,storia del territorio dello stato o della civiltà,History,entity
Q205157,History of Ireland,Island of Ireland history,storia dell'Irlanda,storia dell'isola d'Irlanda,History,entity
Q205204,women's suffrage,legal right of women to vote,suffragio femminile,movimento politico,History,entity
Q205317,history of Belgium,"aspect of history, focusing on the western European country of Belgium",storia del Belgio,storia del territorio dello stato o della civiltà,History,entity
Q2059831,history of the bicycle,aspect of history,Storia della bicicletta,cronologia e analisi degli eventi che hanno caratterizzato lo sviluppo e la diffusione della bicicletta,History,entity
Q208761,history of Switzerland,aspect of history,storia della Svizzera,storia del territorio dello stato o della civiltà,History,entity
Q209655,history of Latvia,occurrences and people in Latvia throughout history,storia della Lettonia,storia del territorio dello stato o della civiltà,History,entity
Q210701,history of Ukraine,"aspect of history, focusing on Ukraine",Storia dell'Ucraina,studio e narrazione del passato dell'Ucraina,History,entity
Q210725,history of Norway,aspect of history,storia della Norvegia,storia del territorio dello stato o della civiltà,History,entity
Q210726,history of Croatia,aspect of history,storia della Croazia,storia del territorio dello stato o della civiltà,History,entity
Q211967,history of Brazil,aspect of history,storia del Brasile,storia del territorio dello stato o della civiltà,History,entity
Q212913,history of Vietnam,aspect of history,storia del Vietnam,storia del territorio dello stato o della civiltà,History,entity
Q213833,history of Albania,aspect of history,storia dell'Albania,storia del territorio dello stato o della civiltà,History,entity
Q215063,history of Lithuania,occurrences and people in Lithuania throughout history,storia della Lituania,storia del territorio dello stato o della civiltà,History,entity
Q216672,history of Romania,"history of Romania, a country in Eastern Europe",storia della Romania,storia del territorio dello stato o della civiltà,History,entity
Q2177430,history of Fiji,Fiji'nin tarihi,storia delle Fiji,storia del territorio dello stato o della civiltà,History,entity
Q2188756,history of the United States from 1865 to 1918,aspect of history,storia degli Stati Uniti d'America dal 1865 al 1918,storia degli USA dal 1865 al 1918,History,entity
Q2192542,history of the United States from 1789 to 1849,aspect of history,storia degli Stati Uniti d'America dal 1789 al 1849,storia degli USA dal 1789 al 1849,History,entity
Q2206741,history of Barbados,aspect of history,storia di Barbados,storia del territorio dello stato o della civiltà,History,entity
Q223195,history of Serbia,aspect of history,storia della Serbia,storia del territorio dello stato o della civiltà,History,entity
Q2246013,history of Thessaloniki,"city in Macedonia, Greece",Tessalonica,città antica,History,entity
Q2259901,history of the Northern Mariana Islands,aspect of history,storia delle Isole Marianne Settentrionali,storia del territorio dello stato o della civiltà,History,entity
Q2267264,Age of Liberty,the years 1718-1772 in Swedish history,epoca della libertà svedese,fase nella storia della Svezia (1718-1772),History,entity
Q2292551,history of the United States from 1918 to 1945,aspect of history,storia degli Stati Uniti d'America dal 1918 al 1945,storia degli USA dal 1918 al 1945,History,entity
Q2297554,history of feminism,chronological narrative of the movements and ideologies aimed at equal rights for women,storia del femminismo,narrazione cronologica di eventi riconducibili ai movimenti per l'uguaglianza di genere,History,entity
Q2297590,history of the Soviet Union from 1953 to 1964,aspect of history,storia dell'Unione Sovietica,eventi del 1953-1985,History,entity
Q234541,history of Lebanon,aspect of history,storia del Libano,storia del territorio dello stato o della civiltà,History,entity
Q238246,History of Georgia,history of the country in the Caucasus region of Eurasia,storia della Georgia,storia del territorio dello stato o della civiltà,History,entity
Q238533,history of the Netherlands,Dutch history,storia dei Paesi Bassi,storia del territorio dello stato o della civiltà,History,entity
Q243842,history of Malta,history of the European country of Malta,storia di Malta,storia del territorio dello stato o della civiltà,History,entity
Q246968,history of Nicaragua,record of the past of Nicaragua,storia del Nicaragua,storia del territorio dello stato o della civiltà,History,entity
Q2480041,Italy in the Middle Ages,history of the states of the Italian peninsula from the fall of the Roman Empire to the Italian Renaissance,Italia medievale,storia d'Italia nel Medioevo,History,entity
Q2519710,History of the United States (1849–1865),aspect of history,storia degli Stati Uniti d'America dal 1849 al 1865,storia degli USA dal 1849 al 1865,History,entity
Q254346,history of the Faroe Islands,aspect of history,storia delle isole Fær Øer,storia del territorio dello stato o della civiltà,History,entity
Q2564225,history of the Ottoman Empire,aspect of history,storia dell'impero ottomano,storia dell'Impero ottomano,History,entity
Q256551,history of Real Madrid C.F.,aspect of history,storia del Real Madrid Club de Fútbol,Storia del Real Madrid,History,entity
Q2584128,history of Riga,aspect of history,storia di Riga,Storia della città di Riga,History,entity
Q2633301,history of the United States from 1964 to 1980,aspect of history,storia degli Stati Uniti d'America da 1964 al 1980,storia degli USA dal 1964 al 1980,History,entity
Q2633338,history of the United States from 1980 to 1991,aspect of history,storia degli Stati Uniti d'America da 1980 al 1988,storia degli USA dal 1980 al 1988,History,entity
Q2643575,Kingdom of Italy,name of several monarchies which existed during the Middle Ages in Italy,Regno d'Italia,denominazione assunta da varie monarchie che hanno regnato su parti o sulla totalità della penisola italiana,History,entity
Q2667020,economic history of the United States,United States of America's economic history,storia economica degli Stati Uniti d'America,storia economica,History,entity
Q2671119,history of the Roman Empire,occurrences and people in the Roman Empire,storia dell'Impero romano,storia del territorio dello stato o della civiltà,History,entity
Q2696109,history of Israel,History of the land of Israel,storia di Israele,storia del territorio dello stato o della civiltà,History,entity
Q2704902,Imperial Library of Constantinople,ancient library,Biblioteca di Costantinopoli,Grande biblioteca dell'antichità,History,entity
Q2725768,settlement of Iceland,survey of the topic,colonizzazione dell'Islanda,insediamento dell'Islanda nel medioevo,History,entity
Q273595,history of Ethiopia,aspect of history,storia d'Etiopia,storia dello Stato o della civiltà etiopi,History,entity
Q2744516,history of Antigua and Barbuda,aspect of history,storia di Antigua e Barbuda,storia del territorio dello stato o della civiltà,History,entity
Q2765144,history of Jerusalem,history of a western Asian city,storia di Gerusalemme,studio della Storia di Gerusalemme,History,entity
Q28455089,history of the United States from 2008 to the present,aspect of history,storia degli Stati Uniti d'America dal 2008 in poi,storia degli USA dal 2008 in poi,History,entity
Q2917709,history of Sydney,aspect of history,storia di Sydney,aspetti storici,History,entity
Q2992045,history of Samoa,history of the islands of Samoa,storia di Samoa,Storia dell'isola di Samoa,History,entity
Q2993777,history of the Byzantine Empire,aspect of history,storia dell'impero bizantino,storia dell'Impero bizantino,History,entity
Q3136756,history of Melbourne,"historical development of Melbourne, Victoria, Australia",storia di Melbourne,aspetti storici,History,entity
Q3137046,history of the France national football team,aspect of history,storia della Nazionale di calcio della Francia,storia della nazionale di calcio francese,History,entity
Q3137687,history of the United States from 1945 to 1964,aspect of history,storia degli Stati Uniti d'America dal 1945 al 1964,storia degli USA dal 1945 al 1964,History,entity
Q316648,history of Peru,"history of country and territory of Peru, South America",storia del Perù,Fasi storiche peruviane,History,entity
Q324945,history of Slovenia,aspect of history,storia della Slovenia,storia del territorio dello stato o della civiltà,History,entity
Q324951,history of Slovakia,aspect of history,storia della Slovacchia,storia del territorio dello stato o della civiltà,History,entity
Q331596,History of Indonesia,aspect of history,storia dell'Indonesia,storia del territorio dello stato o della civiltà,History,entity
Q3376121,The Holocaust in Romania,The Holocaust as it developed in Romania,Olocausto in Romania,Persecuzione e sterminio degli ebrei iniziato nel 1937 in Romania,History,entity
Q338434,history of Moscow,aspect of history,storia di Mosca,articolo di storia di Wikimedia,History,entity
Q3394799,history of Katowice,aspect of history,storia di Katowice,Articolo di storia di Wikimedia,History,entity
Q3624155,archaic Roman art,ancient Roman art from pre-history to around the early Roman Republic,Arte romana arcaica,arte romana dal 753 al 509 a.C.,History,entity
Q3754057,King Victor Emmanuel III of Italy getaway from Rome,relocation of the Italian monarch to south Italy to escape from Nazi army,Fuga di Vittorio Emanuele III,evento storico (9-10 settembre 1943),History,entity
Q378008,History of Formosa,history of the island of Taiwan,storia di Taiwan,storia del territorio dello stato o della civiltà,History,entity
Q379391,history of Thailand,aspect of history,storia della Thailandia,storia del territorio dello stato o della civiltà,History,entity
Q3974211,History of Alessandria,"history of the city of Alessandria, Italy",Storia di Alessandria,"storia della città di Alessandria, Italia",History,entity
Q3974317,history of Monza,aspect of history,storia di Monza,vicende storiche della città di Monza,History,entity
Q3974332,History of Pescara,"history of the city of Pescara, Italy",Storia di Pescara,vicende storiche della città di Pescara,History,entity
Q3974377,History of Turin,"History of Turin, Northern Italy",storia di Torino,vicende storiche della città di Torino,History,entity
Q3974386,history of Verona,verona's City history,storia di Verona,vicende storiche della città di Verona,History,entity
